id,dex_number,pokemon,form,variant_type,stage,evolution_family,evolves_from,evolves_to,final_evolution_targets,mega_targets,type_1,type_2,base_attack,base_defense,base_stamina,max_cp_estimate,current_stage_rating,final_potential_rating,main_uses,raid_rating,gym_attack_rating,gym_defense_rating,league_rating,best_fast_move_pve,best_charged_move_1_pve,best_charged_move_2_pve,best_fast_move_pvp,best_charged_move_1_pvp,best_charged_move_2_pvp,needs_legacy_move,legacy_move,event_wait_recommended,recommended_wait_reason,bad_stats_action,good_stats_action,storage_priority,trade_value,evolve_priority,power_up_priority,regional,legendary,mythical,ultra_beast,can_be_shadow,shadow_relevant,purified_relevant,can_be_mega,mega_relevant,availability_status,notes,source_notes,last_reviewed
corvisquire,822,Corvisquire,,normal,middle,Rookidee,Rookidee,Corviknight,Corviknight,,Flying,,129,110,169,1542,bad,decent,pokedex/collection,bad,bad,bad,bad,Air Slash,Sky Attack,Payback,Air Slash,Sky Attack,Payback,no,,no,,trade,keep,high,high,high,none,no,no,no,no,no,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
corviknight,823,Corviknight,,normal,final,Rookidee,Corvisquire,,Corviknight,,Flying,Steel,163,192,221,2777,decent,decent,decent gym defense; strong great league; strong ultra league,bad,bad,decent,strong,Steel Wing,Sky Attack,Iron Head,Steel Wing,Sky Attack,Iron Head,no,,no,,trade,keep,high,high,none,high,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
blipbug,824,Blipbug,,normal,base,Blipbug,,Dottler,Orbeetle,,Bug,,46,67,93,405,bad,budget,pokedex/collection,bad,bad,bad,bad,Struggle Bug,Struggle,,Struggle Bug,Struggle,,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
dottler,825,Dottler,,normal,middle,Blipbug,Blipbug,Orbeetle,Orbeetle,,Bug,Psychic,87,157,137,1164,bad,budget,pokedex/collection,bad,bad,bad,bad,Confusion,Psychic,Bug Buzz,Confusion,Psychic,Bug Buzz,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
orbeetle,826,Orbeetle,,normal,final,Blipbug,Dottler,,Orbeetle,,Bug,Psychic,156,240,155,2513,budget,budget,pokedex/collection,bad,bad,budget,bad,Confusion,Psychic,Bug Buzz,Confusion,Psychic,Bug Buzz,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
nickit,827,Nickit,,normal,base,Nickit,,Thievul,Thievul,,Dark,,85,82,120,808,bad,bad,pokedex/collection,bad,bad,bad,bad,Snarl,Play Rough,Night Slash,Snarl,Play Rough,Night Slash,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
thievul,828,Thievul,,normal,final,Nickit,Nickit,,Thievul,,Dark,,172,164,172,2415,bad,bad,pokedex/collection,bad,bad,bad,bad,Snarl,Play Rough,Night Slash,Snarl,Play Rough,Night Slash,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
gossifleur,829,Gossifleur,,normal,base,Gossifleur,,Eldegoss,Eldegoss,,Grass,,70,104,120,760,bad,budget,pokedex/collection,bad,bad,bad,bad,Razor Leaf,Grass Knot,Energy Ball,Razor Leaf,Grass Knot,Energy Ball,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
eldegoss,830,Eldegoss,,normal,final,Gossifleur,Gossifleur,,Eldegoss,,Grass,,148,211,155,2255,budget,budget,pokedex/collection,bad,bad,budget,bad,Razor Leaf,Grass Knot,Energy Ball,Razor Leaf,Grass Knot,Energy Ball,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
wooloo,831,Wooloo,,normal,base,Wooloo,,Dubwool,Dubwool,,Normal,,76,97,123,798,bad,budget,pokedex/collection,bad,bad,bad,bad,Tackle,Wild Charge,Stomp,Tackle,Wild Charge,Stomp,no,,no,,trade,keep,high,high,high,none,no,no,no,no,no,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
dubwool,832,Dubwool,,normal,final,Wooloo,Wooloo,,Dubwool,,Normal,,159,198,176,2478,budget,budget,strong great league; strong ultra league,bad,bad,budget,strong,Tackle,Body Slam,Wild Charge,Tackle,Body Slam,Wild Charge,no,,no,,trade,keep,high,high,none,high,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
chewtle,833,Chewtle,,normal,base,Chewtle,,Drednaw,Drednaw,,Water,,114,85,137,1123,bad,budget,pokedex/collection,bad,bad,bad,bad,Water Gun,Surf,Body Slam,Water Gun,Surf,Body Slam,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
drednaw,834,Drednaw,,normal,final,Chewtle,Chewtle,,Drednaw,,Water,Rock,213,164,207,3209,budget,budget,pokedex/collection,budget,budget,budget,bad,Waterfall,Rock Blast,Crunch,Waterfall,Rock Blast,Crunch,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
yamper,835,Yamper,,normal,base,Yamper,,Boltund,Boltund,,Electric,,80,90,153,890,bad,bad,pokedex/collection,bad,bad,bad,bad,Bite,Crunch,Thunder,Bite,Crunch,Thunder,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
boltund,836,Boltund,,normal,final,Yamper,Yamper,,Boltund,,Electric,,197,131,170,2460,bad,bad,pokedex/collection,bad,bad,bad,bad,Bite,Crunch,Thunder,Bite,Crunch,Thunder,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
rolycoly,837,Rolycoly,,normal,base,Rolycoly,,Carkol,Coalossal,,Rock,,73,91,102,691,bad,decent,pokedex/collection,bad,bad,bad,bad,Smack Down,Rock Slide,Rock Blast,Smack Down,Rock Slide,Rock Blast,no,,no,,trade,keep,medium,medium,medium,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
carkol,838,Carkol,,normal,middle,Rolycoly,Rolycoly,Coalossal,Coalossal,,Rock,Fire,114,157,190,1710,bad,decent,pokedex/collection,bad,bad,bad,bad,Smack Down,Flame Charge,Rock Slide,Smack Down,Flame Charge,Rock Slide,no,,no,,trade,keep,medium,medium,medium,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
coalossal,839,Coalossal,,normal,final,Rolycoly,Carkol,,Coalossal,,Rock,Fire,146,198,242,2659,decent,decent,decent gym defense,bad,bad,decent,bad,Fire Spin,Flame Charge,Rock Slide,Fire Spin,Flame Charge,Rock Slide,no,,no,,trade,keep,medium,medium,none,medium,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
applin,840,Applin,,normal,base,Applin,,Appletun; Flapple; Dipplin,Appletun; Flapple; Hydrapple,,Grass,Dragon,71,116,120,807,bad,decent,pokedex/collection,bad,bad,bad,bad,Astonish,Struggle,,Astonish,Struggle,,no,,no,,trade,keep,medium,medium,medium,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
flapple,841,Flapple,,normal,final,Applin,Applin,,Flapple,,Grass,Dragon,214,144,172,2788,budget,decent,pokedex/collection,budget,budget,bad,bad,Dragon Breath,Outrage,Dragon Pulse,Dragon Breath,Outrage,Dragon Pulse,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
appletun,842,Appletun,,normal,final,Applin,Applin,,Appletun,,Grass,Dragon,178,146,242,2772,budget,decent,pokedex/collection,bad,bad,budget,bad,Bullet Seed,Outrage,Dragon Pulse,Bullet Seed,Outrage,Dragon Pulse,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
silicobra,843,Silicobra,,normal,base,Silicobra,,Sandaconda,Sandaconda,,Ground,,103,123,141,1222,bad,budget,pokedex/collection,bad,bad,bad,bad,Mud Slap,Earth Power,Dig,Mud Slap,Earth Power,Dig,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
sandaconda,844,Sandaconda,,normal,final,Silicobra,Silicobra,,Sandaconda,,Ground,,202,207,176,3155,budget,budget,pokedex/collection,bad,bad,budget,bad,Mud Slap,Earth Power,Dig,Mud Slap,Earth Power,Dig,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
cramorant,845,Cramorant,,normal,single,Cramorant,,,Cramorant,,Flying,Water,173,163,172,2421,bad,bad,pokedex/collection,bad,bad,bad,bad,Peck,Drill Peck,Fly,Peck,Drill Peck,Fly,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
arrokuda,846,Arrokuda,,normal,base,Arrokuda,,Barraskewda,Barraskewda,,Water,,118,72,121,1021,bad,decent,pokedex/collection,bad,bad,bad,bad,Waterfall,Crunch,Aqua Jet,Waterfall,Crunch,Aqua Jet,no,,no,,trade,keep,medium,medium,medium,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
barraskewda,847,Barraskewda,,normal,final,Arrokuda,Arrokuda,,Barraskewda,,Water,,258,127,156,3003,decent,decent,decent raid; decent gym attack,decent,decent,bad,bad,Waterfall,Crunch,Aqua Jet,Waterfall,Crunch,Aqua Jet,no,,no,,trade,keep,medium,medium,none,medium,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
toxel,848,Toxel,,normal,base,Toxel,,Toxtricity,Toxtricity,,Electric,Poison,97,65,120,821,bad,budget,pokedex/collection,bad,bad,bad,bad,Acid,Power Up Punch,,Acid,Power Up Punch,,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
toxtricity,849,Toxtricity,,normal,final,Toxel,Toxel,,Toxtricity,,Electric,Poison,224,140,181,2941,budget,budget,pokedex/collection,budget,budget,bad,bad,Poison Jab,Discharge,Wild Charge,Poison Jab,Discharge,Wild Charge,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
sizzlipede,850,Sizzlipede,,normal,base,Sizzlipede,,Centiskorch,Centiskorch,,Fire,Bug,118,90,137,1186,bad,budget,pokedex/collection,bad,bad,bad,bad,Ember,Bug Buzz,Crunch,Ember,Bug Buzz,Crunch,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
centiskorch,851,Centiskorch,,normal,final,Sizzlipede,Sizzlipede,,Centiskorch,,Fire,Bug,220,158,225,3381,budget,budget,pokedex/collection,budget,budget,budget,bad,Ember,Bug Buzz,Lunge,Ember,Bug Buzz,Lunge,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
clobbopus,852,Clobbopus,,normal,base,Clobbopus,,Grapploct,Grapploct,,Fighting,,121,103,137,1286,bad,budget,pokedex/collection,bad,bad,bad,bad,Rock Smash,Super Power,Brick Break,Rock Smash,Super Power,Brick Break,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
grapploct,853,Grapploct,,normal,final,Clobbopus,Clobbopus,,Grapploct,,Fighting,,209,162,190,3012,budget,budget,pokedex/collection,budget,budget,bad,bad,Rock Smash,Super Power,Brick Break,Rock Smash,Super Power,Brick Break,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
sinistea,854,Sinistea,,normal,base,Sinistea,,Polteageist,Polteageist,,Ghost,,134,96,120,1287,bad,decent,pokedex/collection,bad,bad,bad,bad,Astonish,Shadow Ball,Psychic,Astonish,Shadow Ball,Psychic,no,,no,,trade,keep,medium,medium,medium,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
sinistea_sinistea_antique,854,Sinistea,Antique,form,base,Sinistea,,Polteageist,Polteageist,,Ghost,,134,96,120,1287,bad,decent,pokedex/collection,bad,bad,bad,bad,Astonish,Shadow Ball,Psychic,Astonish,Shadow Ball,Psychic,no,,no,,trade,keep,medium,medium,medium,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
sinistea_sinistea_phony,854,Sinistea,Phony,form,base,Sinistea,,Polteageist,Polteageist,,Ghost,,134,96,120,1287,bad,decent,pokedex/collection,bad,bad,bad,bad,Astonish,Shadow Ball,Psychic,Astonish,Shadow Ball,Psychic,no,,no,,trade,keep,medium,medium,medium,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
polteageist,855,Polteageist,,normal,final,Sinistea,Sinistea; Sinistea (Antique); Sinistea (Phony),,Polteageist,,Ghost,,248,189,155,3458,decent,decent,decent raid; decent gym attack,decent,decent,bad,bad,Hex,Shadow Ball,Psychic,Hex,Shadow Ball,Psychic,no,,no,,trade,keep,medium,medium,none,medium,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
hatenna,856,Hatenna,,normal,base,Hatenna,,Hattrem,Hatterene,,Psychic,,98,93,123,974,bad,budget,pokedex/collection,bad,bad,bad,bad,Confusion,Psychic,Psyshock,Confusion,Psychic,Psyshock,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
hattrem,857,Hattrem,,normal,middle,Hatenna,Hatenna,Hatterene,Hatterene,,Psychic,,153,133,149,1848,bad,budget,pokedex/collection,bad,bad,bad,bad,Confusion,Psychic,Psyshock,Confusion,Psychic,Psyshock,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
hatterene,858,Hatterene,,normal,final,Hatenna,Hattrem,,Hatterene,,Psychic,Fairy,237,182,149,3198,budget,budget,pokedex/collection,budget,budget,bad,bad,Charm,Dazzling Gleam,Psychic,Charm,Dazzling Gleam,Psychic,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
impidimp,859,Impidimp,,normal,base,Impidimp,,Morgrem,Grimmsnarl,,Dark,Fairy,103,69,128,913,bad,budget,pokedex/collection,bad,bad,bad,bad,Bite,Play Rough,Dark Pulse,Bite,Play Rough,Dark Pulse,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
morgrem,860,Morgrem,,normal,middle,Impidimp,Impidimp,Grimmsnarl,Grimmsnarl,,Dark,Fairy,145,102,163,1630,bad,budget,pokedex/collection,bad,bad,bad,bad,Bite,Play Rough,Dark Pulse,Bite,Play Rough,Dark Pulse,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
grimmsnarl,861,Grimmsnarl,,normal,final,Impidimp,Morgrem,,Grimmsnarl,,Dark,Fairy,227,139,216,3222,budget,budget,pokedex/collection,budget,budget,bad,bad,Bite,Play Rough,Dark Pulse,Bite,Play Rough,Dark Pulse,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
obstagoon,862,Obstagoon,,normal,final,Zigzagoon,Linoone (Galarian),,Obstagoon,,Dark,Normal,180,194,212,2999,budget,budget,decent great league; decent ultra league,bad,bad,budget,decent,Counter,Hyper Beam,Night Slash,Counter,Hyper Beam,Night Slash,no,,no,,trade,keep,medium,medium,none,medium,no,no,no,no,yes,yes,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
perrserker,863,Perrserker,,normal,final,Meowth,Meowth (Galarian),,Perrserker,,Steel,,195,162,172,2697,bad,bad,decent great league; decent ultra league,bad,bad,bad,decent,Metal Claw,Play Rough,Iron Head,Metal Claw,Play Rough,Iron Head,no,,no,,trade,keep one,medium,medium,none,medium,no,no,no,no,yes,yes,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
cursola,864,Cursola,,normal,final,Corsola,Corsola (Galarian),,Cursola,,Ghost,,253,182,155,3463,decent,decent,decent raid; decent gym attack,decent,decent,bad,bad,Astonish,Night Shade,Power Gem,Astonish,Night Shade,Power Gem,no,,no,,trade,keep,medium,medium,none,medium,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
sirfetchd,865,Sirfetch'd,,normal,final,Farfetchd,Farfetch'd (Galarian),,Sirfetch'd,,Fighting,,248,176,158,3375,decent,decent,decent raid; decent gym attack; decent great league; decent ultra league,decent,decent,bad,decent,Counter,Leaf Blade,Close Combat,Counter,Leaf Blade,Close Combat,no,,no,,trade,keep,medium,medium,none,medium,no,no,no,no,yes,yes,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
mr_rime,866,Mr. Rime,,normal,final,Mr Mime,Mr. Mime (Galarian),,Mr. Rime,,Ice,Psychic,212,179,190,3196,budget,budget,pokedex/collection,budget,budget,budget,bad,Confusion,Psychic,Icy Wind,Confusion,Psychic,Icy Wind,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
runerigus,867,Runerigus,,normal,final,Yamask,Yamask (Galarian),,Runerigus,,Ground,Ghost,163,237,151,2570,budget,budget,decent great league; decent ultra league,bad,bad,budget,decent,Shadow Claw,Shadow Ball,Sand Tomb,Shadow Claw,Shadow Ball,Sand Tomb,no,,no,,trade,keep,medium,medium,none,medium,no,no,no,no,yes,yes,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
milcery,868,Milcery,,normal,base,Milcery,,Alcremie,Alcremie,,Fairy,,90,97,128,938,bad,budget,pokedex/collection,bad,bad,bad,bad,Charm,Dazzling Gleam,,Charm,Dazzling Gleam,,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
alcremie,869,Alcremie,,normal,final,Milcery,Milcery,,Alcremie,,Fairy,,203,203,163,3032,budget,budget,pokedex/collection,bad,bad,budget,bad,Charm,Dazzling Gleam,Psyshock,Charm,Dazzling Gleam,Psyshock,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
falinks,870,Falinks,,normal,single,Falinks,,,Falinks,,Fighting,,193,170,163,2665,bad,bad,pokedex/collection,bad,bad,bad,bad,Counter,Super Power,Brick Break,Counter,Super Power,Brick Break,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
pincurchin,871,Pincurchin,,normal,single,Pincurchin,,,Pincurchin,,Electric,,176,161,134,2183,bad,bad,pokedex/collection,bad,bad,bad,bad,Poison Jab,Discharge,Thunderbolt,Poison Jab,Discharge,Thunderbolt,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
snom,872,Snom,,normal,base,Snom,,Frosmoth,Frosmoth,,Ice,Bug,76,59,102,597,bad,budget,pokedex/collection,bad,bad,bad,bad,Struggle Bug,Bug Buzz,Icy Wind,Struggle Bug,Bug Buzz,Icy Wind,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
frosmoth,873,Frosmoth,,normal,final,Snom,Snom,,Frosmoth,,Ice,Bug,230,155,172,3084,budget,budget,pokedex/collection,budget,budget,bad,bad,Bug Bite,Ice Beam,Bug Buzz,Bug Bite,Ice Beam,Bug Buzz,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
stonjourner,874,Stonjourner,,normal,single,Stonjourner,,,Stonjourner,,Rock,,222,182,225,3638,budget,budget,pokedex/collection,budget,budget,budget,bad,Rock Throw,Rock Slide,Stone Edge,Rock Throw,Rock Slide,Stone Edge,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
eiscue,875,Eiscue,,normal,single,Eiscue,,,Eiscue,,Ice,,148,195,181,2335,budget,budget,pokedex/collection,bad,bad,budget,bad,Powder Snow,Icy Wind,Weather Ball Ice,Powder Snow,Icy Wind,Weather Ball Ice,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
eiscue_eiscue_noice,875,Eiscue,Noice,form,single,Eiscue,,,Eiscue (Noice),,Ice,,173,139,181,2306,bad,budget,pokedex/collection,bad,bad,bad,bad,Powder Snow,Icy Wind,Weather Ball Ice,Powder Snow,Icy Wind,Weather Ball Ice,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
indeedee,876,Indeedee,,normal,single,Indeedee,,,Indeedee,,Psychic,Normal,208,166,155,2762,budget,budget,pokedex/collection,budget,budget,bad,bad,Extrasensory,Psychic,Shadow Ball,Extrasensory,Psychic,Shadow Ball,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
indeedee_indeedee_female,876,Indeedee,Female,form,single,Indeedee,,,Indeedee (Female),,Psychic,Normal,184,184,172,2710,bad,budget,pokedex/collection,bad,bad,bad,bad,Extrasensory,Psychic,Energy Ball,Extrasensory,Psychic,Energy Ball,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
morpeko,877,Morpeko,,normal,single,Morpeko,,,Morpeko,,Electric,Dark,192,121,151,2196,bad,bad,pokedex/collection,bad,bad,bad,bad,Bite,406,Outrage,Bite,406,Outrage,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
morpeko_morpeko_hangry,877,Morpeko,Hangry,form,single,Morpeko,,,Morpeko (Hangry),,Electric,Dark,192,121,151,2196,bad,bad,pokedex/collection,bad,bad,bad,bad,Bite,407,Outrage,Bite,407,Outrage,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
cufant,878,Cufant,,normal,base,Cufant,,Copperajah,Copperajah,,Steel,,140,91,176,1557,bad,budget,pokedex/collection,bad,bad,bad,bad,Rock Smash,Dig,Play Rough,Rock Smash,Dig,Play Rough,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
copperajah,879,Copperajah,,normal,final,Cufant,Cufant,,Copperajah,,Steel,,226,126,263,3369,budget,budget,pokedex/collection,budget,budget,budget,bad,Rock Smash,Heavy Slam,Dig,Rock Smash,Heavy Slam,Dig,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
dracozolt,880,Dracozolt,,normal,single,Dracozolt,,,Dracozolt,,Electric,Dragon,195,165,207,2964,budget,budget,pokedex/collection,bad,bad,budget,bad,Dragon Tail,Discharge,Dragon Pulse,Dragon Tail,Discharge,Dragon Pulse,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
arctozolt,881,Arctozolt,,normal,single,Arctozolt,,,Arctozolt,,Electric,Ice,190,166,207,2901,budget,budget,pokedex/collection,bad,bad,budget,bad,Thunder Shock,Discharge,Avalanche,Thunder Shock,Discharge,Avalanche,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
dracovish,882,Dracovish,,normal,single,Dracovish,,,Dracovish,,Water,Dragon,175,185,207,2826,budget,budget,pokedex/collection,bad,bad,budget,bad,Dragon Breath,Dragon Pulse,Ancient Power,Dragon Breath,Dragon Pulse,Ancient Power,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
arctovish,883,Arctovish,,normal,single,Arctovish,,,Arctovish,,Water,Ice,171,185,207,2767,budget,budget,pokedex/collection,bad,bad,budget,bad,Water Gun,Avalanche,Ancient Power,Water Gun,Avalanche,Ancient Power,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
duraludon,884,Duraludon,,normal,single,Duraludon,,,Duraludon,,Steel,Dragon,239,185,172,3468,budget,decent,pokedex/collection,budget,budget,bad,bad,Dragon Tail,Dragon Claw,Flash Cannon,Dragon Tail,Dragon Claw,Flash Cannon,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
dreepy,885,Dreepy,,normal,base,Dreepy,,Drakloak,Dragapult,,Dragon,Ghost,117,61,99,867,bad,decent,pokedex/collection,bad,bad,bad,bad,Quick Attack,Struggle,,Quick Attack,Struggle,,no,,no,,trade,keep,medium,medium,medium,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
